descriptions,words
"In 1969, Buzz Aldrin’s historical step onto the moon leapt mankind into an era of technological possibility. The awesome power of technology was to be used to solve all of our big problems. Fast forward to present day, and what's happened? Are mobile apps all we have to show for ourselves? Journalist Jason Pontin looks closely at the challenges we face to using technology effectively ... for problems that really matter.","['buzz', 'aldrin’s', 'historical', 'step', 'onto', 'moon', 'leapt', 'mankind', 'era', 'technological', 'possibility', 'awesome', 'power', 'technology', 'used', 'solve', 'big', 'problems', 'fast', 'forward', 'present', 'day', 'happened', 'mobile', 'apps', 'show', 'journalist', 'jason', 'pontin', 'looks', 'closely', 'challenges', 'face', 'using', 'technology', 'effectively', 'problems', 'really', 'matter']"
"In the past three decades, says Michael Sandel, the US has drifted from a market economy to a market society; it's fair to say that an American's experience of shared civic life depends on how much money they have. (Three key examples: access to education, access to justice, political influence.) In a talk and audience discussion, Sandel asks us to think honestly on this question: In our current democracy, is too much for sale?","['past', 'three', 'decades', 'says', 'michael', 'sandel', 'us', 'drifted', 'market', 'economy', 'market', 'society', 'fair', 'say', ""american's"", 'experience', 'shared', 'civic', 'life', 'depends', 'much', 'money', 'three', 'key', 'examples', 'access', 'education', 'access', 'justice', 'political', 'influence', 'talk', 'audience', 'discussion', 'sandel', 'asks', 'us', 'think', 'honestly', 'question', 'current', 'democracy', 'much', 'sale']"
"Why do we turn to nonprofits, NGOs and governments to solve society's biggest problems? Michael Porter admits he's biased, as a business school professor, but he wants you to hear his case for letting business try to solve massive problems like climate change and access to water. Why? Because when business solves a problem, it makes a profit — which lets that solution grow.","['turn', 'nonprofits', 'ngos', 'governments', 'solve', ""society's"", 'biggest', 'problems', 'michael', 'porter', 'admits', 'biased', 'business', 'school', 'professor', 'wants', 'hear', 'case', 'letting', 'business', 'try', 'solve', 'massive', 'problems', 'like', 'climate', 'change', 'access', 'water', 'business', 'solves', 'problem', 'makes', 'profit', 'lets', 'solution', 'grow']"
"In this funny and thought-provoking talk, Janette Sadik-Khan, transportation commissioner of New York City, shares projects that have reshaped street life in the 5 boroughs, including pedestrian zones in Times Square, high-performance buses and a 6,000-cycle-strong bike share. Her mantra: Do bold experiments that are cheap to try out.","['funny', 'thought-provoking', 'talk', 'janette', 'sadik-khan', 'transportation', 'commissioner', 'new', 'york', 'city', 'shares', 'projects', 'reshaped', 'street', 'life', 'boroughs', 'including', 'pedestrian', 'zones', 'times', 'square', 'high-performance', 'buses', ',000-cycle-strong', 'bike', 'share', 'mantra', 'bold', 'experiments', 'cheap', 'try']"
"Iran and Israel: two nations with tense relations that seem existentially at odds. But for all their antagonistic rhetoric, there is a recent hidden history of collaboration, even friendship. In an informative talk, Trita Parsi shows how an unlikely strategic alliance in the past could mean peace in the future for these two feuding countries.","['iran', 'israel', 'two', 'nations', 'tense', 'relations', 'seem', 'existentially', 'odds', 'antagonistic', 'rhetoric', 'recent', 'hidden', 'history', 'collaboration', 'even', 'friendship', 'informative', 'talk', 'trita', 'parsi', 'shows', 'unlikely', 'strategic', 'alliance', 'past', 'mean', 'peace', 'future', 'two', 'feuding', 'countries']"
"Vilayanur Ramachandran tells us what brain damage can reveal about the connection between celebral tissue and the mind, using three startling delusions as examples.","['vilayanur', 'ramachandran', 'tells', 'us', 'brain', 'damage', 'can', 'reveal', 'connection', 'celebral', 'tissue', 'mind', 'using', 'three', 'startling', 'delusions', 'examples']"
"Physician Gary Slutkin spent a decade fighting tuberculosis, cholera and AIDS epidemics in Africa. When he returned to the United States, he thought he'd escape brutal epidemic deaths. But then he began to look more carefully at gun violence, noting that its spread followed the patterns of infectious diseases. A mind-flipping look at a problem that too many communities have accepted as a given. We've reversed the impact of so many diseases, says Slutkin, and we can do the same with violence. (Filmed at TEDMED.)","['physician', 'gary', 'slutkin', 'spent', 'decade', 'fighting', 'tuberculosis', 'cholera', 'aids', 'epidemics', 'africa', 'returned', 'united', 'states', 'thought', 'escape', 'brutal', 'epidemic', 'deaths', 'began', 'look', 'carefully', 'gun', 'violence', 'noting', 'spread', 'followed', 'patterns', 'infectious', 'diseases', 'mind-flipping', 'look', 'problem', 'many', 'communities', 'accepted', 'given', 'reversed', 'impact', 'many', 'diseases', 'says', 'slutkin', 'can', 'violence', 'filmed', 'tedmed']"
"In the 1930s, broadcast radio introduced an entirely new form of storytelling; today, micro-blogging platforms like Twitter are changing the scene again. Andrew Fitzgerald takes a look at the (aptly) short but fascinating history of new forms of creative experimentation in fiction and storytelling.","['s', 'broadcast', 'radio', 'introduced', 'entirely', 'new', 'form', 'storytelling', 'today', 'micro-blogging', 'platforms', 'like', 'twitter', 'changing', 'scene', 'andrew', 'fitzgerald', 'takes', 'look', 'aptly', 'short', 'fascinating', 'history', 'new', 'forms', 'creative', 'experimentation', 'fiction', 'storytelling']"
"The developed world holds up the ideals of capitalism, democracy and political rights for all. Those in emerging markets often don't have that luxury. In this powerful talk, economist Dambisa Moyo makes the case that the west can't afford to rest on its laurels and imagine others will blindly follow. Instead, a different model, embodied by China, is increasingly appealing. A call for open-minded political and economic cooperation in the name of transforming the world.","['developed', 'world', 'holds', 'ideals', 'capitalism', 'democracy', 'political', 'rights', 'emerging', 'markets', 'often', 'luxury', 'powerful', 'talk', 'economist', 'dambisa', 'moyo', 'makes', 'case', 'west', 'afford', 'rest', 'laurels', 'imagine', 'others', 'will', 'blindly', 'follow', 'instead', 'different', 'model', 'embodied', 'china', 'increasingly', 'appealing', 'call', 'open-minded', 'political', 'economic', 'cooperation', 'name', 'transforming', 'world']"
"How do we solve the problem of the suburbs? Urbanist Jeff Speck shows how we can free ourselves from dependence on the car — which he calls ""a gas-belching, time-wasting, life-threatening prosthetic device"" — by making our cities more walkable and more pleasant for more people.","['solve', 'problem', 'suburbs', 'urbanist', 'jeff', 'speck', 'shows', 'can', 'free', 'dependence', 'car', 'calls', 'gas-belching', 'time-wasting', 'life-threatening', 'prosthetic', 'device', 'making', 'cities', 'walkable', 'pleasant', 'people']"
"What does it take to regrow bone in mass quantities? Typical bone regeneration — wherein bone is taken from a patient’s hip and grafted onto damaged bone elsewhere in the body — is limited and can cause great pain just a few years after operation. In an informative talk, Molly Stevens introduces a new stem cell application that harnesses bone’s innate ability to regenerate and produces vast quantities of bone tissue painlessly.","['take', 'regrow', 'bone', 'mass', 'quantities', 'typical', 'bone', 'regeneration', 'wherein', 'bone', 'taken', 'patient’s', 'hip', 'grafted', 'onto', 'damaged', 'bone', 'elsewhere', 'body', 'limited', 'can', 'cause', 'great', 'pain', 'just', 'years', 'operation', 'informative', 'talk', 'molly', 'stevens', 'introduces', 'new', 'stem', 'cell', 'application', 'harnesses', 'bone’s', 'innate', 'ability', 'regenerate', 'produces', 'vast', 'quantities', 'bone', 'tissue', 'painlessly']"
"In the center of Caracas, Venezuela, stands the 45-story ""Tower of David,"" an unfinished, abandoned skyscraper. But about eight years ago, people started moving in. Photographer Iwan Baan shows how people build homes in unlikely places, touring us through the family apartments of Torre David, a city on the water in Nigeria, and an underground village in China. Glorious images celebrate humanity's ability to survive and make a home — anywhere.","['center', 'caracas', 'venezuela', 'stands', '-story', 'tower', 'david', 'unfinished', 'abandoned', 'skyscraper', 'eight', 'years', 'ago', 'people', 'started', 'moving', 'photographer', 'iwan', 'baan', 'shows', 'people', 'build', 'homes', 'unlikely', 'places', 'touring', 'us', 'family', 'apartments', 'torre', 'david', 'city', 'water', 'nigeria', 'underground', 'village', 'china', 'glorious', 'images', 'celebrate', ""humanity's"", 'ability', 'survive', 'make', 'home', 'anywhere']"
"Amanda Bennett and her husband were passionate and full of life all throughout their lives together — and up until the final days, too. Bennett gives a sweet yet powerful talk on why, for the loved ones of the dying, having hope for a happy ending shouldn't warrant a diagnosis of ""denial."" She calls for a more heroic narrative for death — to match the ones we have in life.","['amanda', 'bennett', 'husband', 'passionate', 'full', 'life', 'throughout', 'lives', 'together', 'final', 'days', 'bennett', 'gives', 'sweet', 'yet', 'powerful', 'talk', 'loved', 'ones', 'dying', 'hope', 'happy', 'ending', 'warrant', 'diagnosis', 'denial', 'calls', 'heroic', 'narrative', 'death', 'match', 'ones', 'life']"
"The line between public and private has blurred in the past decade, both online and in real life, and Alessandro Acquisti is here to explain what this means and why it matters. In this thought-provoking, slightly chilling talk, he shares details of recent and ongoing research — including a project that shows how easy it is to match a photograph of a stranger with their sensitive personal information.","['line', 'public', 'private', 'blurred', 'past', 'decade', 'online', 'real', 'life', 'alessandro', 'acquisti', 'explain', 'means', 'matters', 'thought-provoking', 'slightly', 'chilling', 'talk', 'shares', 'details', 'recent', 'ongoing', 'research', 'including', 'project', 'shows', 'easy', 'match', 'photograph', 'stranger', 'sensitive', 'personal', 'information']"
"How do we decide who we are? Hetain Patel's surprising performance plays with identity, language and accent — and challenges you to think deeper than surface appearances. A delightful meditation on self, with performer Yuyu Rau, and inspired by Bruce Lee.","['decide', 'hetain', ""patel's"", 'surprising', 'performance', 'plays', 'identity', 'language', 'accent', 'challenges', 'think', 'deeper', 'surface', 'appearances', 'delightful', 'meditation', 'self', 'performer', 'yuyu', 'rau', 'inspired', 'bruce', 'lee']"
"Economist Eleni Gabre-Madhin outlines her ambitious vision to found the first commodities market in Ethiopia. Her plan would create wealth, minimize risk for farmers and turn the world's largest recipient of food aid into a regional food basket.","['economist', 'eleni', 'gabre-madhin', 'outlines', 'ambitious', 'vision', 'found', 'first', 'commodities', 'market', 'ethiopia', 'plan', 'create', 'wealth', 'minimize', 'risk', 'farmers', 'turn', ""world's"", 'largest', 'recipient', 'food', 'aid', 'regional', 'food', 'basket']"
"The big blue buildings of Ikea have sprouted solar panels and wind turbines; inside, shelves are stocked with LED lighting and recycled cotton. Why? Because as Steve Howard puts it: “Sustainability has gone from a nice-to-do to a must-do.” Howard, the chief sustainability officer at the furniture megastore, talks about his quest to sell eco-friendly materials and practices — both internally and to worldwide customers — and lays a challenge for other global giants.","['big', 'blue', 'buildings', 'ikea', 'sprouted', 'solar', 'panels', 'wind', 'turbines', 'inside', 'shelves', 'stocked', 'led', 'lighting', 'recycled', 'cotton', 'steve', 'howard', 'puts', '“sustainability', 'gone', 'nice-to-do', 'must-do.”', 'howard', 'chief', 'sustainability', 'officer', 'furniture', 'megastore', 'talks', 'quest', 'sell', 'eco-friendly', 'materials', 'practices', 'internally', 'worldwide', 'customers', 'lays', 'challenge', 'global', 'giants']"
"The past decade has seen slow and steady economic growth across the continent of Africa. But economist Charles Robertson has a bold thesis: Africa's about to boom. He talks through a few of the indicators — from rising education levels to expanded global investment (and not just from China) — that lead him to predict rapid growth for a billion people, sooner than you may think.","['past', 'decade', 'seen', 'slow', 'steady', 'economic', 'growth', 'across', 'continent', 'africa', 'economist', 'charles', 'robertson', 'bold', 'thesis', ""africa's"", 'boom', 'talks', 'indicators', 'rising', 'education', 'levels', 'expanded', 'global', 'investment', 'just', 'china', 'lead', 'predict', 'rapid', 'growth', 'billion', 'people', 'sooner', 'may', 'think']"
"What is jealousy? What drives it, and why do we secretly love it? No study has ever been able to capture its ""loneliness, longevity, grim thrill"" — that is, says Parul Sehgal, except for fiction. In an eloquent meditation she scours pages from literature to show how jealousy is not so different from a quest for knowledge.","['jealousy', 'drives', 'secretly', 'love', 'study', 'ever', 'able', 'capture', 'loneliness', 'longevity', 'grim', 'thrill', 'says', 'parul', 'sehgal', 'except', 'fiction', 'eloquent', 'meditation', 'scours', 'pages', 'literature', 'show', 'jealousy', 'different', 'quest', 'knowledge']"
"The biggest surprise of discovering the Higgs boson? That there were no surprises. Gian Giudice talks us through a problem in theoretical physics: what if the Higgs field exists in an ultra-dense state that could mean the collapse of all atomic matter? With wit and charm, Giudice outlines a grim fate — and why we shouldn't start worrying just yet.","['biggest', 'surprise', 'discovering', 'higgs', 'boson', 'surprises', 'gian', 'giudice', 'talks', 'us', 'problem', 'theoretical', 'physics', 'higgs', 'field', 'exists', 'ultra-dense', 'state', 'mean', 'collapse', 'atomic', 'matter', 'wit', 'charm', 'giudice', 'outlines', 'grim', 'fate', 'start', 'worrying', 'just', 'yet']"
"When TED Fellow Xavier Vilalta was commissioned to create a multistory shopping mall in Addis Ababa, he panicked. Other centers represented everything he hated about contemporary architecture: wasteful, glass towers requiring tons of energy whose design had absolutely nothing to do with Africa. In this charming talk, Vilalta shows how he champions an alternative approach: to harness nature, reference design tradition and create beautiful, modern, iconic buildings fit for a community.","['ted', 'fellow', 'xavier', 'vilalta', 'commissioned', 'create', 'multistory', 'shopping', 'mall', 'addis', 'ababa', 'panicked', 'centers', 'represented', 'everything', 'hated', 'contemporary', 'architecture', 'wasteful', 'glass', 'towers', 'requiring', 'tons', 'energy', 'whose', 'design', 'absolutely', 'nothing', 'africa', 'charming', 'talk', 'vilalta', 'shows', 'champions', 'alternative', 'approach', 'harness', 'nature', 'reference', 'design', 'tradition', 'create', 'beautiful', 'modern', 'iconic', 'buildings', 'fit', 'community']"
"Why doesn’t the government just get out of the way and let the private sector — the “real revolutionaries” — innovate? It’s rhetoric you hear everywhere, and Mariana Mazzucato wants to dispel it. In an energetic talk, she shows how the state — which many see as a slow, hunkering behemoth — is really one of our most exciting risk-takers and market-shapers.","['doesn’t', 'government', 'just', 'get', 'way', 'let', 'private', 'sector', '“real', 'revolutionaries”', 'innovate', 'it’s', 'rhetoric', 'hear', 'everywhere', 'mariana', 'mazzucato', 'wants', 'dispel', 'energetic', 'talk', 'shows', 'state', 'many', 'see', 'slow', 'hunkering', 'behemoth', 'really', 'one', 'exciting', 'risk-takers', 'market-shapers']"
"One year ago, Abha Dawesar was living in blacked-out Manhattan post-Sandy, scrounging for power to connect. As a novelist, she was struck by this metaphor: Have our lives now become fixated on the drive to digitally connect, while we miss out on what's real?","['one', 'year', 'ago', 'abha', 'dawesar', 'living', 'blacked-out', 'manhattan', 'post-sandy', 'scrounging', 'power', 'connect', 'novelist', 'struck', 'metaphor', 'lives', 'now', 'become', 'fixated', 'drive', 'digitally', 'connect', 'miss', 'real']"
"Chernobyl was the site of the world's worst nuclear accident and, for the past 27 years, the area around the plant has been known as the Exclusion Zone. And yet, a community of about 200 people live there — almost all of them elderly women. These proud grandmas defied orders to relocate because their connection to their homeland and to their community are ""forces that rival even radiation."" ","['chernobyl', 'site', ""world's"", 'worst', 'nuclear', 'accident', 'past', 'years', 'area', 'around', 'plant', 'known', 'exclusion', 'zone', 'yet', 'community', 'people', 'live', 'almost', 'elderly', 'women', 'proud', 'grandmas', 'defied', 'orders', 'relocate', 'connection', 'homeland', 'community', 'forces', 'rival', 'even', 'radiation']"
"New York City residents produce 11,000 tons of garbage every day. Every day! This astonishing statistic is just one of the reasons Robin Nagle started a research project with the city's Department of Sanitation. She walked the routes, operated mechanical brooms, even drove a garbage truck herself—all so she could answer a simple-sounding but complicated question: who cleans up after us?","['new', 'york', 'city', 'residents', 'produce', ',', 'tons', 'garbage', 'every', 'day', 'every', 'day', 'astonishing', 'statistic', 'just', 'one', 'reasons', 'robin', 'nagle', 'started', 'research', 'project', ""city's"", 'department', 'sanitation', 'walked', 'routes', 'operated', 'mechanical', 'brooms', 'even', 'drove', 'garbage', 'truck', 'herself—all', 'answer', 'simple-sounding', 'complicated', 'question', 'cleans', 'us']"
"Up to 100,000 people died in drug-related violence in Mexico in the last 6 years. We might think this has nothing to do with us, but in fact we are all complicit, says Yale professor Rodrigo Canales in this unflinching talk that turns conventional wisdom about drug cartels on its head. The carnage is not about faceless, ignorant goons mindlessly killing each other but is rather the result of some seriously sophisticated brand management.","[',', 'people', 'died', 'drug-related', 'violence', 'mexico', 'last', 'years', 'might', 'think', 'nothing', 'us', 'fact', 'complicit', 'says', 'yale', 'professor', 'rodrigo', 'canales', 'unflinching', 'talk', 'turns', 'conventional', 'wisdom', 'drug', 'cartels', 'head', 'carnage', 'faceless', 'ignorant', 'goons', 'mindlessly', 'killing', 'rather', 'result', 'seriously', 'sophisticated', 'brand', 'management']"
"Rokia Traore sings the moving ""M'Bifo,"" accompanied on the n'goni, a lute-like Malian stringed instrument with a soulful timbre. A quietly mesmerizing performance.","['rokia', 'traore', 'sings', 'moving', ""m'bifo"", 'accompanied', ""n'goni"", 'lute-like', 'malian', 'stringed', 'instrument', 'soulful', 'timbre', 'quietly', 'mesmerizing', 'performance']"
"A spinal cord injury can sever the communication between your brain and your body, leading to paralysis. Fresh from his lab, Grégoire Courtine shows a new method — combining drugs, electrical stimulation and a robot — that could re-awaken the neural pathways and help the body learn again to move on its own. See how it works, as a paralyzed rat becomes able to run and navigate stairs.","['spinal', 'cord', 'injury', 'can', 'sever', 'communication', 'brain', 'body', 'leading', 'paralysis', 'fresh', 'lab', 'grégoire', 'courtine', 'shows', 'new', 'method', 'combining', 'drugs', 'electrical', 'stimulation', 'robot', 're-awaken', 'neural', 'pathways', 'help', 'body', 'learn', 'move', 'see', 'works', 'paralyzed', 'rat', 'becomes', 'able', 'run', 'navigate', 'stairs']"
"Recent events have highlighted, underlined and bolded the fact that the United States is performing blanket surveillance on any foreigner whose data passes through an American entity — whether they are suspected of wrongdoing or not. This means that, essentially, every international user of the internet is being watched, says Mikko Hypponen. An important rant, wrapped with a plea: to find alternative solutions to using American companies for the world's information needs.","['recent', 'events', 'highlighted', 'underlined', 'bolded', 'fact', 'united', 'states', 'performing', 'blanket', 'surveillance', 'foreigner', 'whose', 'data', 'passes', 'american', 'entity', 'whether', 'suspected', 'wrongdoing', 'means', 'essentially', 'every', 'international', 'user', 'internet', 'watched', 'says', 'mikko', 'hypponen', 'important', 'rant', 'wrapped', 'plea', 'find', 'alternative', 'solutions', 'using', 'american', 'companies', ""world's"", 'information', 'needs']"
"Math is logical, functional and just ... awesome. Mathemagician Arthur Benjamin explores hidden properties of that weird and wonderful set of numbers, the Fibonacci series. (And reminds you that mathematics can be inspiring, too!)","['math', 'logical', 'functional', 'just', 'awesome', 'mathemagician', 'arthur', 'benjamin', 'explores', 'hidden', 'properties', 'weird', 'wonderful', 'set', 'numbers', 'fibonacci', 'series', 'reminds', 'mathematics', 'can', 'inspiring']"
"What would a city designed for the blind be like? Chris Downey is an architect who went suddenly blind in 2008; he contrasts life in his beloved San Francisco before and after — and shows how the thoughtful designs that enhance his life now might actually make everyone's life better, sighted or not.","['city', 'designed', 'blind', 'like', 'chris', 'downey', 'architect', 'went', 'suddenly', 'blind', 'contrasts', 'life', 'beloved', 'san', 'francisco', 'shows', 'thoughtful', 'designs', 'enhance', 'life', 'now', 'might', 'actually', 'make', ""everyone's"", 'life', 'better', 'sighted']"
"For the young and unemployed in the world's big cities, dreams of opportunity and wealth do come true — but too often because they're heavily recruited by terrorist groups and other violent organizations. Human rights advocate Mohamed Ali draws on stories from his native Mogadishu to make a powerful case for innovation incubators for our cities' young and ambitious.","['young', 'unemployed', ""world's"", 'big', 'cities', 'dreams', 'opportunity', 'wealth', 'come', 'true', 'often', 'heavily', 'recruited', 'terrorist', 'groups', 'violent', 'organizations', 'human', 'rights', 'advocate', 'mohamed', 'ali', 'draws', 'stories', 'native', 'mogadishu', 'make', 'powerful', 'case', 'innovation', 'incubators', 'cities', 'young', 'ambitious']"
"Oklahoma City is a midsized town that had a big problem: It was among the most obese towns in America. Mayor Mick Cornett realized that, to make his city a great place to work and live, it had to become healthier too. In this charming talk, he walks us through the interlocking changes that helped OKC drop a collective million pounds (450,000 kilos).","['oklahoma', 'city', 'midsized', 'town', 'big', 'problem', 'among', 'obese', 'towns', 'america', 'mayor', 'mick', 'cornett', 'realized', 'make', 'city', 'great', 'place', 'work', 'live', 'become', 'healthier', 'charming', 'talk', 'walks', 'us', 'interlocking', 'changes', 'helped', 'okc', 'drop', 'collective', 'million', 'pounds', ',', 'kilos']"
"What happens when you get an entire audience to stand up and connect with one another? Chaos, that's what. At least, that's what happened when Jane McGonigal tried to teach TED to play her favorite game. Then again, when the game is ""massively multiplayer thumb-wrestling,"" what else would you expect?","['happens', 'get', 'entire', 'audience', 'stand', 'connect', 'one', 'another', 'chaos', 'least', 'happened', 'jane', 'mcgonigal', 'tried', 'teach', 'ted', 'play', 'favorite', 'game', 'game', 'massively', 'multiplayer', 'thumb-wrestling', 'else', 'expect']"
"Lawrence Lessig, the Net’s most celebrated lawyer, cites John Philip Sousa, celestial copyrights and the ""ASCAP cartel"" in his argument for reviving our creative culture.","['lawrence', 'lessig', 'net’s', 'celebrated', 'lawyer', 'cites', 'john', 'philip', 'sousa', 'celestial', 'copyrights', 'ascap', 'cartel', 'argument', 'reviving', 'creative', 'culture']"
"Ecologist Lian Pin Koh makes a persuasive case for using drones to protect the world's forests and wildlife. These lightweight autonomous flying vehicles can track animals in their natural habitat, monitor the health of rainforests, even combat crime by detecting poachers via thermal imaging. Added bonus? They're also entirely affordable.","['ecologist', 'lian', 'pin', 'koh', 'makes', 'persuasive', 'case', 'using', 'drones', 'protect', ""world's"", 'forests', 'wildlife', 'lightweight', 'autonomous', 'flying', 'vehicles', 'can', 'track', 'animals', 'natural', 'habitat', 'monitor', 'health', 'rainforests', 'even', 'combat', 'crime', 'detecting', 'poachers', 'via', 'thermal', 'imaging', 'added', 'bonus', 'also', 'entirely', 'affordable']"
"Different hospitals produce different results on different procedures. Only, patients don’t know that data, making choosing a surgeon a high-stakes guessing game. Stefan Larsson looks at what happens when doctors measure and share their outcomes on hip replacement surgery, for example, to see which techniques are proving the most effective. Could health care get better — and cheaper — if doctors learn from each other in a continuous feedback loop?","['different', 'hospitals', 'produce', 'different', 'results', 'different', 'procedures', 'patients', 'don’t', 'know', 'data', 'making', 'choosing', 'surgeon', 'high-stakes', 'guessing', 'game', 'stefan', 'larsson', 'looks', 'happens', 'doctors', 'measure', 'share', 'outcomes', 'hip', 'replacement', 'surgery', 'example', 'see', 'techniques', 'proving', 'effective', 'health', 'care', 'get', 'better', 'cheaper', 'doctors', 'learn', 'continuous', 'feedback', 'loop']"
"What are our forests really made of? From the air, ecologist Greg Asner uses a spectrometer and high-powered lasers to map nature in meticulous kaleidoscopic 3D detail — what he calls “a very high-tech accounting system” of carbon. In this fascinating talk, Asner gives a clear message: To save our ecosystems, we need more data, gathered in new ways.","['forests', 'really', 'made', 'air', 'ecologist', 'greg', 'asner', 'uses', 'spectrometer', 'high-powered', 'lasers', 'map', 'nature', 'meticulous', 'kaleidoscopic', 'd', 'detail', 'calls', '“a', 'high-tech', 'accounting', 'system”', 'carbon', 'fascinating', 'talk', 'asner', 'gives', 'clear', 'message', 'save', 'ecosystems', 'need', 'data', 'gathered', 'new', 'ways']"
"Paralyzed by a stroke, Henry Evans uses a telepresence robot to take the stage — and show how new robotics, tweaked and personalized by a group called Robots for Humanity, help him live his life. He shows off a nimble little quadrotor drone, created by a team led by Chad Jenkins, that gives him the ability to navigate space — to once again look around a garden, stroll a campus …  (Filmed at TEDxMidAtlantic.)","['paralyzed', 'stroke', 'henry', 'evans', 'uses', 'telepresence', 'robot', 'take', 'stage', 'show', 'new', 'robotics', 'tweaked', 'personalized', 'group', 'called', 'robots', 'humanity', 'help', 'live', 'life', 'shows', 'nimble', 'little', 'quadrotor', 'drone', 'created', 'team', 'led', 'chad', 'jenkins', 'gives', 'ability', 'navigate', 'space', 'look', 'around', 'garden', 'stroll', 'campus', '…', 'filmed', 'tedxmidatlantic']"
"A billion people in the world lack access to all-season roads. Could the structure of the internet provide a model for how to reach them? Andreas Raptopoulos of Matternet thinks so. He introduces a new type of transportation system that uses electric autonomous flying machines to deliver medicine, food, goods and supplies wherever they are needed.","['billion', 'people', 'world', 'lack', 'access', 'all-season', 'roads', 'structure', 'internet', 'provide', 'model', 'reach', 'andreas', 'raptopoulos', 'matternet', 'thinks', 'introduces', 'new', 'type', 'transportation', 'system', 'uses', 'electric', 'autonomous', 'flying', 'machines', 'deliver', 'medicine', 'food', 'goods', 'supplies', 'wherever', 'needed']"
"There's an irony behind the latest efforts to extend human life: It's no picnic to be an old person in a youth-oriented society. Older people can become isolated, lacking meaningful work and low on funds. In this intriguing talk, Jared Diamond looks at how many different societies treat their elders — some better, some worse — and suggests we all take advantage of experience.","['irony', 'behind', 'latest', 'efforts', 'extend', 'human', 'life', 'picnic', 'old', 'person', 'youth-oriented', 'society', 'older', 'people', 'can', 'become', 'isolated', 'lacking', 'meaningful', 'work', 'low', 'funds', 'intriguing', 'talk', 'jared', 'diamond', 'looks', 'many', 'different', 'societies', 'treat', 'elders', 'better', 'worse', 'suggests', 'take', 'advantage', 'experience']"
"""Life comes at us very quickly, and what we need to do is take that amorphous flow of experience and somehow extract meaning from it."" In this funny, enlightening talk, educational psychologist Peter Doolittle details the importance — and limitations — of your ""working memory,"" that part of the brain that allows us to make sense of what's happening right now.","['life', 'comes', 'us', 'quickly', 'need', 'take', 'amorphous', 'flow', 'experience', 'somehow', 'extract', 'meaning', 'funny', 'enlightening', 'talk', 'educational', 'psychologist', 'peter', 'doolittle', 'details', 'importance', 'limitations', 'working', 'memory', 'part', 'brain', 'allows', 'us', 'make', 'sense', 'happening', 'right', 'now']"
"The human brain is puzzling — it is curiously large given the size of our bodies, uses a tremendous amount of energy for its weight and has a bizarrely dense cerebral cortex. But: why? Neuroscientist Suzana Herculano-Houzel puts on her detective's cap and leads us through this mystery. By making ""brain soup,"" she arrives at a startling conclusion.","['human', 'brain', 'puzzling', 'curiously', 'large', 'given', 'size', 'bodies', 'uses', 'tremendous', 'amount', 'energy', 'weight', 'bizarrely', 'dense', 'cerebral', 'cortex', 'neuroscientist', 'suzana', 'herculano-houzel', 'puts', ""detective's"", 'cap', 'leads', 'us', 'mystery', 'making', 'brain', 'soup', 'arrives', 'startling', 'conclusion']"
"Singer/guitarist Raúl Midón performs “All the Answers” in a world premiere at TED2007, followed by the sprightly ""Tembererana.""","['singer/guitarist', 'raúl', 'midón', 'performs', '“all', 'answers”', 'world', 'premiere', 'ted', 'followed', 'sprightly', 'tembererana']"
"The one thing all humans have in common is that each of us wants to be happy, says Brother David Steindl-Rast, a monk and interfaith scholar. And happiness, he suggests, is born from gratitude. An inspiring lesson in slowing down, looking where you’re going, and above all, being grateful.","['one', 'thing', 'humans', 'common', 'us', 'wants', 'happy', 'says', 'brother', 'david', 'steindl-rast', 'monk', 'interfaith', 'scholar', 'happiness', 'suggests', 'born', 'gratitude', 'inspiring', 'lesson', 'slowing', 'looking', 'you’re', 'going', 'grateful']"
"Here's a stat worth knowing: In the UK, 63% of men who finish short-term prison sentences are back inside within a year for another crime. Helping them stay outside involves job training, classes, therapy. And it would pay off handsomely — but the government can't find the funds. Toby Eccles shares an imaginative idea for how to change that: the Social Impact Bond. It's an unusual bond that helps fund initiatives with a social goal through private money — with the government paying back the investors (with interest) if the initiatives work.","['stat', 'worth', 'knowing', 'uk', 'men', 'finish', 'short-term', 'prison', 'sentences', 'back', 'inside', 'within', 'year', 'another', 'crime', 'helping', 'stay', 'outside', 'involves', 'job', 'training', 'classes', 'therapy', 'pay', 'handsomely', 'government', 'find', 'funds', 'toby', 'eccles', 'shares', 'imaginative', 'idea', 'change', 'social', 'impact', 'bond', 'unusual', 'bond', 'helps', 'fund', 'initiatives', 'social', 'goal', 'private', 'money', 'government', 'paying', 'back', 'investors', 'interest', 'initiatives', 'work']"
"It's relatively easy to imagine a new medicine, a better cure for some disease. The hard part, though, is testing it, and that can delay promising new cures for years. In this well-explained talk, Geraldine Hamilton shows how her lab creates organs and body parts on a chip, simple structures with all the pieces essential to testing new medications — even custom cures for one specific person. (Filmed at TEDxBoston)","['relatively', 'easy', 'imagine', 'new', 'medicine', 'better', 'cure', 'disease', 'hard', 'part', 'though', 'testing', 'can', 'delay', 'promising', 'new', 'cures', 'years', 'well-explained', 'talk', 'geraldine', 'hamilton', 'shows', 'lab', 'creates', 'organs', 'body', 'parts', 'chip', 'simple', 'structures', 'pieces', 'essential', 'testing', 'new', 'medications', 'even', 'custom', 'cures', 'one', 'specific', 'person', 'filmed', 'tedxboston']"
